00:38:19.539 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:21:52.222 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:22:32.323 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:23:12.418 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:23:52.519 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:24:32.620 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:25:12.723 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:25:52.827 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:26:32.930 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:27:13.029 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:27:53.130 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:28:33.233 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:29:13.332 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:29:53.433 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:30:33.534 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:31:13.636 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:31:53.734 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:32:33.837 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:33:13.933 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:33:54.039 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:34:34.139 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:35:14.238 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:35:54.342 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:36:34.438 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:37:14.539 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:37:54.642 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:38:34.745 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:39:14.842 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:39:54.940 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:40:35.046 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:41:15.147 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:41:55.248 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:42:35.340 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:43:15.446 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:43:55.549 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:44:35.650 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:45:15.753 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:45:55.854 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:46:35.949 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:47:16.058 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:47:56.152 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:48:36.260 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:49:16.353 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:49:56.462 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:50:36.561 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:51:16.658 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:51:56.763 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:52:36.856 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:53:16.951 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:53:57.049 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:54:37.156 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:55:17.257 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:55:57.356 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:56:37.456 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:57:17.558 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:57:57.662 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:58:37.762 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:59:17.862 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
14:59:57.958 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:00:38.059 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:01:18.160 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:01:58.260 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:02:38.367 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:03:18.466 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:03:58.569 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:04:38.667 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:05:18.771 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:05:58.873 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:06:38.974 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:07:19.070 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:07:59.174 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:08:39.275 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:09:19.371 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:09:59.479 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:10:39.572 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:11:19.679 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:11:59.780 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:12:39.881 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:13:19.982 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:14:00.074 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:14:40.179 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:15:20.281 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:16:00.379 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:16:40.482 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:17:20.584 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:18:00.684 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:18:40.784 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:19:20.885 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:20:00.986 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:20:41.082 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:21:21.190 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:22:01.284 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:22:41.390 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:23:21.493 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:24:01.592 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:24:41.693 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:25:21.788 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:26:01.890 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:26:41.989 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:27:22.092 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:28:02.193 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:28:42.292 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:29:22.393 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:30:02.494 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:30:42.592 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:31:22.692 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:32:02.798 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:32:42.895 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:33:22.996 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:34:03.098 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:34:43.198 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:35:23.299 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:36:03.400 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:36:43.501 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:37:23.601 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:38:03.702 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:38:43.805 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:39:23.904 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:40:04.006 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:40:44.107 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:41:24.207 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:42:04.308 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:42:44.410 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:43:24.511 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:44:04.611 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:44:44.589 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:45:24.690 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:46:04.790 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:46:44.893 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:47:24.990 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:48:05.091 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:48:45.191 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:49:25.287 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:50:05.390 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:50:45.489 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:51:25.588 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:52:05.691 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:52:45.790 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:53:25.891 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:54:05.990 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:54:46.088 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:55:26.188 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:56:06.287 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:56:46.388 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:57:26.488 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:58:06.591 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:58:46.689 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
15:59:26.785 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:00:06.888 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:00:46.986 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:01:27.088 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:02:07.190 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:02:47.285 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:03:27.388 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:04:07.489 [lettuce-eventExecutorLoop-1-3] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:04:47.587 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:05:27.688 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:06:07.787 [lettuce-eventExecutorLoop-1-8] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:06:47.874 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:07:27.973 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:08:08.073 [lettuce-eventExecutorLoop-1-1] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:08:48.172 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:09:28.271 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:10:08.372 [lettuce-eventExecutorLoop-1-6] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:10:48.470 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:11:28.570 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:12:08.670 [lettuce-eventExecutorLoop-1-11] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:12:48.770 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:13:28.870 [lettuce-eventExecutorLoop-1-2] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:14:08.972 [lettuce-eventExecutorLoop-1-4] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:14:49.071 [lettuce-eventExecutorLoop-1-5] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:15:29.169 [lettuce-eventExecutorLoop-1-7] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:16:09.268 [lettuce-eventExecutorLoop-1-9] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:16:49.368 [lettuce-eventExecutorLoop-1-10] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
16:17:29.469 [lettuce-eventExecutorLoop-1-12] [] INFO  i.l.core.protocol.ConnectionWatchdog.log - Reconnecting, last destination was 10.0.0.203:6379
